년도,날짜,시간,구장,팀1,팀2,조,경기,결과,경고
1998,06.30,23:30,파르크 레스퀴르 (보르도),루마니아,크로아티아,w55,G1H2,0:1,
1998,07.01,04:00,스타드 조프루아 기샤르 (생테티엔),아르헨티나,잉글랜드,w56,H1G2,2:2_0:0_4:3,
1998,07.03,23:30,스타드 드 프랑스 (생드니),이탈리아,프랑스,w57,w49w51,0:0_0:0_3:4,
1998,07.04,04:00,스타드 드 라 보주아르 (낭트),브라질,덴마크,w58,w50w52,3:2,
1998,07.04,23:30,스타드 벨로드롬 (마르세유),네덜란드,아르헨티나,w59,w54w56,2:1,
1998,07.05,04:00,스타드 드 제를랑 (리옹),독일,크로아티아,w60,w53w55,0:3,
1998,07.08,04:00,스타드 벨로드롬 (마르세유),브라질,네덜란드,w61,w58w59,1:1_0:0_4:2,
1998,07.09,04:00,스타드 드 프랑스 (생드니),프랑스,크로아티아,w62,w57w60,2:1,
1998,07.12,04:00,파르크 데 프랭스 (파리),네덜란드,크로아티아,w63,L61L62,1:2,
1998,07.13,04:00,스타드 드 프랑스 (생드니),브라질,프랑스,w64,w61w62,0:3,
2002,05.31,20:30,서울월드컵경기장 (서울),프랑스,세네갈,A조,A14,0:1,
2002,06.01,15:30,니가타 스타디움 (니가타),아일랜드,카메룬,E조,E24,1:1,
2002,06.01,18:00,울산문수축구경기장 (울산),우루과이,덴마크,A조,A32,1:2,
2002,06.01,20:30,삿포로 돔 (삿포로),독일,사우디,E조,E13,8:0,
2002,06.02,14:30,가시마 사커 스타디움 (이바라키),아르헨티나,나이지리아,F조,F14,1:0,
2002,06.02,16:30,아시아드주경기장 (부산),파라과이,남아공화국,B조,B34,2:2,
2002,06.02,18:30,사이타마 스타디움 2002 (사이타마),잉글랜드,스웨덴,F조,F32,1:1,
2002,06.02,20:30,광주월드컵경기장 (광주),스페인,슬로베니아,B조,B12,3:1,
2002,06.03,15:30,니가타 스타디움 (니가타),크로아티아,멕시코,G조,G24,0:1,
2002,06.03,18:00,울산문수축구경기장 (울산),브라질,튀르키예,C조,C12,2:1,
2002,06.03,20:30,삿포로 돔 (삿포로),이탈리아,에콰도르,G조,G13,2:0,
2002,06.04,15:30,광주월드컵경기장 (광주),중국,코스타리카,C조,C34,0:2,
2002,06.04,18:00,사이타마 스타디움 2002 (사이타마),일본,벨기에,H조,H13,2:2,
2002,06.04,20:30,부산아시아드주경기장 (부산),대한민국,폴란드,D조,D13,2:0,
2002,06.05,15:30,고베 윙 스타디움 (고베),러시아,튀니지,H조,H24,2:0,
2002,06.05,18:00,수원월드컵경기장 (수원),미국,포르투갈,D조,D42,3:2,
2002,06.05,20:30,가시마 사커 스타디움 (이바라키),독일,아일랜드,E조,E12,1:1,
2002,06.06,15:30,대구월드컵경기장 (대구),덴마크,세네갈,A조,A24,1:1,
2002,06.06,18:00,사이타마 스타디움 2002 (사이타마),카메룬,사우디,E조,E43,1:0,
2002,06.06,20:30,아시아드주경기장 (부산),프랑스,우루과이,A조,A13,0:0,
2002,06.07,15:30,고베 윙 스타디움 (고베),스웨덴,나이지리아,F조,F24,2:1,
2002,06.07,18:00,전주월드컵경기장 (전주),스페인,파라과이,B조,B13,3:1,
2002,06.07,20:30,삿포로 돔 (삿포로),아르헨티나,잉글랜드,F조,F13,0:1,
2002,06.08,15:30,대구월드컵경기장 (대구),남아공화국,슬로베니아,B조,B42,1:0,
2002,06.08,18:00,가시마 사커 스타디움 (이바라키),이탈리아,크로아티아,G조,G12,1:2,
2002,06.08,20:30,제주월드컵경기장 (서귀포),브라질,중국,C조,C13,4:0,
2002,06.09,15:30,미야기 스타디움 (미야기),멕시코,에콰도르,G조,G43,2:1,
2002,06.09,18:00,인천문학경기장 (인천),코스타리카,튀르키예,C조,C42,1:1,
2002,06.09,20:30,국제 경기장 (요코하마),일본,러시아,H조,H12,1:0,
2002,06.10,15:30,대구월드컵경기장 (대구),대한민국,미국,D조,D14,1:1,
2002,06.10,18:00,오이타 스타디움 (오이타),튀니지,벨기에,H조,H43,1:1,
2002,06.10,20:30,전주월드컵경기장 (전주),포르투갈,폴란드,D조,D23,4:0,
2002,06.11,15:30,수원월드컵경기장 (수원),세네갈,우루과이,A조,A43,3:3,
2002,06.11,15:30,인천문학경기장 (인천),덴마크,프랑스,A조,A21,2:0,
2002,06.11,20:30,시즈오카 스타디움 (시즈오카),카메룬,독일,E조,E41,0:2,
2002,06.11,20:30,국제 경기장 (요코하마),사우디,아일랜드,E조,E32,0:3,
2002,06.12,15:30,미야기 스타디움 (미야기),스웨덴,아르헨티나,F조,F21,1:1,
2002,06.12,15:30,나가이 스타디움 (오사카),나이지리아,잉글랜드,F조,F43,0:0,
2002,06.12,20:30,제주월드컵경기장 (서귀포),슬로베니아,파라과이,B조,B23,1:3,
2002,06.12,20:30,대전월드컵경기장 (대전),남아공화국,스페인,B조,B41,2:3,
2002,06.13,15:30,서울월드컵경기장 (서울),튀르키예,중국,C조,C23,3:0,
2002,06.13,15:30,수원월드컵경기장 (수원),코스타리카,브라질,C조,C41,2:5,
2002,06.13,20:30,국제 경기장 (요코하마),에콰도르,크로아티아,G조,G32,1:0,
2002,06.13,20:30,오이타 스타디움 (오이타),멕시코,이탈리아,G조,G41,1:1,
2002,06.14,15:30,나가이 스타디움 (오사카),튀니지,일본,H조,H41,0:2,
2002,06.14,15:30,시즈오카 스타디움 (시즈오카),벨기에,러시아,H조,H32,3:2,
2002,06.14,20:30,대전월드컵경기장 (대전),폴란드,미국,D조,D34,3:1,
2002,06.14,20:30,인천문학경기장 (인천),포르투갈,대한민국,D조,D21,0:1,
2002,06.15,15:30,제주월드컵경기장 (서귀포),독일,파라과이,w49,E1B2,1:0,
2002,06.15,20:30,니가타 스타디움 (니가타),덴마크,잉글랜드,w50,A1F2,0:3,
2002,06.16,15:30,오이타 스타디움 (오이타),스웨덴,세네갈,w51,F1A2,1:1_0:1,
2002,06.16,20:30,수원월드컵경기장 (수원),스페인,아일랜드,w52,B1E2,1:1_0:0_3:2,
2002,06.17,15:30,전주월드컵경기장 (전주),멕시코,미국,w53,G1D2,0:2,
2002,06.17,20:30,고베 윙 스타디움 (고베),브라질,벨기에,w54,C1H2,2:0,
2002,06.18,15:30,미야기 스타디움 (미야기),일본,튀르키예,w55,H1C2,0:1,
2002,06.18,20:30,대전월드컵경기장 (대전),대한민국,이탈리아,w56,D1G2,1:1_1:0,
2002,06.21,15:30,시즈오카 스타디움 (시즈오카),잉글랜드,브라질,w57,w50w54,1:2,
2002,06.21,20:30,울산문수축구경기장 (울산),독일,미국,w58,w49w53,1:0,
2002,06.22,15:30,광주월드컵경기장 (광주),스페인,대한민국,w59,w52w56,0:0_0:0_3:5,
2002,06.22,20:30,나가이 스타디움 (오사카),세네갈,튀르키예,w60,w51w55,0:0_0:1,
2002,06.25,20:30,서울월드컵경기장 (서울),독일,대한민국,w61,w58w59,1:0,
2002,06.26,20:30,사이타마 스타디움 2002 (사이타마),브라질,튀르키예,w62,w57w60,1:0,
2002,06.29,20:30,대구월드컵경기장 (대구),대한민국,튀르키예,w63,L61L62,2:3,
2002,06.30,20:30,요코하마 국제 종합경기장 (요코하마),독일,브라질,w64,w61w62,0:2,
2006,06.10,01:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),독일,코스타리카,A조,A14,4:2,
2006,06.10,04:00,아레나 아우프샬케 (겔젠키르헨),폴란드,에콰도르,A조,A32,0:2,
2006,06.10,22:00,발트슈타디온 (프랑크푸르트 암 마인),잉글랜드,파라과이,B조,B12,1:0,
2006,06.11,01:00,베스트팔렌슈타디온 (도르트문트),토바고,스웨덴,B조,B43,0:0,
2006,06.11,04:00,폴크스파르크슈타디온 (함부르크),아르헨티나,코트디봐르,C조,C12,2:1,
2006,06.11,22:00,첸트랄슈타디온 (라이프치히),세르비아,네덜란드,C조,C43,0:1,
2006,06.12,01:00,프랑켄슈타디온 (뉘른베르크),멕시코,이란,D조,D14,3:1,
2006,06.12,04:00,뮌게어스도퍼 슈타디온 (쾰른),앙골라,포르투갈,D조,D23,0:1,
2006,06.12,22:00,프리츠 발터 슈타디온 (카이저슬라우테른),호주,일본,F조,F24,3:1,
2006,06.13,01:00,아레나 아우프샬케 (겔젠키르헨),미국,체코,E조,E43,0:3,
2006,06.13,04:00,니더작센슈타디온 (하노버),이탈리아,가나,E조,E12,2:0,
2006,06.13,22:00,발트슈타디온 (프랑크푸르트 암 마인),대한민국,토고,G조,G42,2:1,
2006,06.14,01:00,고틀리프-다임러-슈타디온 (슈투트가르트),프랑스,스위스,G조,G13,0:0,
2006,06.14,04:00,올림피아슈타디온 (베를린),브라질,크로아티아,F조,F13,1:0,
2006,06.14,22:00,첸트랄슈타디온 (라이프치히),스페인,우크라이나,H조,H13,4:0,
2006,06.15,01:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),튀니지,사우디,H조,H24,2:2,
2006,06.15,04:00,베스트팔렌슈타디온 (도르트문트),독일,폴란드,A조,A13,1:0,
2006,06.15,22:00,폴크스파르크슈타디온 (함부르크),에콰도르,코스타리카,A조,A24,3:0,
2006,06.16,01:00,프랑켄슈타디온 (뉘른베르크),잉글랜드,토바고,B조,B14,2:0,
2006,06.16,04:00,올림피아슈타디온 (베를린),스웨덴,파라과이,B조,B32,1:0,
2006,06.16,22:00,아레나 아우프샬케 (겔젠키르헨),아르헨티나,세르비아,C조,C14,6:0,
2006,06.17,01:00,고틀리프-다임러-슈타디온 (슈투트가르트),네덜란드,코트디봐르,C조,C32,2:1,
2006,06.17,04:00,니더작센슈타디온 (하노버),멕시코,앙골라,D조,D12,0:0,
2006,06.17,22:00,발트슈타디온 (프랑크푸르트 암 마인),포르투갈,이란,D조,D34,2:0,
2006,06.18,01:00,뮌게어스도퍼 슈타디온 (쾰른),체코,가나,E조,E32,0:2,
2006,06.18,04:00,프리츠 발터 슈타디온 (카이저슬라우테른),이탈리아,미국,E조,E14,1:1,
2006,06.18,22:00,프랑켄슈타디온 (뉘른베르크),일본,크로아티아,F조,F43,0:0,
2006,06.19,01:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),브라질,호주,F조,F12,2:0,
2006,06.19,04:00,첸트랄슈타디온 (라이프치히),프랑스,대한민국,G조,G14,1:1,
2006,06.19,22:00,베스트팔렌슈타디온 (도르트문트),토고,스위스,G조,G23,0:2,
2006,06.20,01:00,폴크스파르크슈타디온 (함부르크),사우디,우크라이나,H조,H43,0:4,
2006,06.20,04:00,고틀리프-다임러-슈타디온 (슈투트가르트),스페인,튀니지,H조,H12,3:1,
2006,06.20,23:00,니더작센슈타디온 (하노버),코스타리카,폴란드,A조,A43,1:2,
2006,06.20,23:00,올림피아슈타디온 (베를린),에콰도르,독일,A조,A21,0:3,
2006,06.21,04:00,프리츠 발터 슈타디온 (카이저슬라우테른),파라과이,토바고,B조,B24,2:0,
2006,06.21,04:00,뮌게어스도퍼 슈타디온 (쾰른),스웨덴,잉글랜드,B조,B31,2:2,
2006,06.21,23:00,아레나 아우프샬케 (겔젠키르헨),포르투갈,멕시코,D조,D31,2:1,
2006,06.21,23:00,첸트랄슈타디온 (라이프치히),이란,앙골라,D조,D42,1:1,
2006,06.22,04:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),코트디봐르,세르비아,C조,C24,3:2,
2006,06.22,04:00,발트슈타디온 (프랑크푸르트 암 마인),네덜란드,아르헨티나,C조,C31,0:0,
2006,06.22,23:00,폴크스파르크슈타디온 (함부르크),체코,이탈리아,E조,E31,0:2,
2006,06.22,23:00,프랑켄슈타디온 (뉘른베르크),가나,미국,E조,E24,2:1,
2006,06.23,04:00,고틀리프-다임러-슈타디온 (슈투트가르트),크로아티아,호주,F조,F32,2:2,
2006,06.23,04:00,베스트팔렌슈타디온 (도르트문트),일본,브라질,F조,F41,1:4,
2006,06.23,23:00,올림피아슈타디온 (베를린),우크라이나,튀니지,H조,H32,1:0,
2006,06.23,23:00,프리츠 발터 슈타디온 (카이저슬라우테른),사우디,스페인,H조,H41,0:1,
2006,06.24,04:00,뮌게어스도퍼 슈타디온 (쾰른),토고,프랑스,G조,G21,0:2,
2006,06.24,04:00,니더작센슈타디온 (하노버),스위스,대한민국,G조,G34,2:0,
2006,06.25,00:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),독일,스웨덴,w49,A1B2,2:0,
2006,06.25,04:00,첸트랄슈타디온 (라이프치히),아르헨티나,멕시코,w50,C1D2,1:1_1:0,
2006,06.26,00:00,고틀리프-다임러-슈타디온 (슈투트가르트),잉글랜드,에콰도르,w51,B1A2,1:0,
2006,06.26,04:00,프랑켄슈타디온 (뉘른베르크),포르투갈,네덜란드,w52,D1C2,1:0,
2006,06.27,00:00,프리츠 발터 슈타디온 (카이저슬라우테른),이탈리아,호주,w53,E1F2,1:0,
2006,06.27,04:00,뮌게어스도퍼 슈타디온 (쾰른),스위스,우크라이나,w54,G1H2,0:0_0:0_0:3,
2006,06.28,00:00,베스트팔렌슈타디온 (도르트문트),브라질,가나,w55,F1E2,3:0,
2006,06.28,04:00,니더작센슈타디온 (하노버),스페인,프랑스,w56,H1G2,1:3,
2006,07.01,00:00,올림피아슈타디온 (베를린),독일,아르헨티나,w57,w49w50,1:1_0:0_4:2,
2006,07.01,04:00,폴크스파르크슈타디온 (함부르크),이탈리아,우크라이나,w58,w53w54,3:0,
2006,07.02,00:00,아레나 아우프샬케 (겔젠키르헨),잉글랜드,포르투갈,w59,w51w52,0:0_0:0_1:3,
2006,07.02,04:00,발트슈타디온 (프랑크푸르트 암 마인),브라질,프랑스,w60,w55w56,0:1,
2006,07.05,04:00,베스트팔렌슈타디온 (도르트문트),독일,이탈리아,w61,w57w58,0:0_0:2,
2006,07.06,04:00,뮌헨 FIFA 월드컵 경기장 (뮌헨),포르투갈,프랑스,w62,w59w60,0:1,
2006,07.09,04:00,고틀리프-다임러-슈타디온 (슈투트가르트),독일,포르투갈,w63,L61L62,3:1,
2006,07.10,03:00,올림피아슈타디온 (베를린),이탈리아,프랑스,w64,w61w62,1:1_0:0_5:3,
2010,06.11,16:00,요하네스버그 (SC),남아공화국,멕시코,A조,A12,1:1,
2010,06.11,20:30,케이프타운,우루과이,프랑스,A조,A34,0:0,
2010,06.12,13:30,포트엘리자베스,대한민국,그리스,B조,B24,2:0,
2010,06.12,16:00,요하네스버그 (EP),아르헨티나,나이지리아,B조,B13,1:0,
2010,06.12,20:30,루스텐버그,잉글랜드,미국,C조,C12,1:1,
2010,06.13,13:30,폴로콰네,알제리,슬로베니아,C조,C34,0:1,
2010,06.13,16:00,프리토리아,세르비아,가나,D조,D43,0:1,
2010,06.13,20:30,더반,독일,호주,D조,D12,4:0,
2010,06.14,13:30,요하네스버그 (SC),네덜란드,덴마크,E조,E14,2:0,
2010,06.14,16:00,블룸폰테인,일본,카메룬,E조,E23,1:0,
2010,06.14,20:30,케이프타운,이탈리아,파라과이,F조,F13,1:1,
2010,06.15,13:30,루스텐버그,뉴질랜드,슬로바키아,F조,F24,1:1,
2010,06.15,16:00,포트엘리자베스,코트디봐르,포르투갈,G조,G34,0:0,
2010,06.15,20:30,요하네스버그 (EP),브라질,북한,G조,G12,2:1,
2010,06.16,13:30,넬스프루트,온두라스,칠레,H조,H23,0:1,
2010,06.16,16:00,더반,스페인,스위스,H조,H14,0:1,
2010,06.16,20:30,프리토리아,남아공화국,우루과이,A조,A13,0:3,
2010,06.17,13:30,요하네스버그 (SC),아르헨티나,대한민국,B조,B12,4:1,
2010,06.17,16:00,블룸폰테인,그리스,나이지리아,B조,B43,2:1,
2010,06.17,20:30,폴로콰네,프랑스,멕시코,A조,A42,0:2,
2010,06.18,13:30,포트엘리자베스,독일,세르비아,D조,D14,0:1,
2010,06.18,16:00,요하네스버그 (EP),슬로베니아,미국,C조,C42,2:2,
2010,06.18,20:30,케이프타운,잉글랜드,알제리,C조,C13,0:0,
2010,06.19,13:30,더반,네덜란드,일본,E조,E12,1:0,
2010,06.19,16:00,루스텐버그,가나,호주,D조,D32,1:1,
2010,06.19,20:30,프리토리아,카메룬,덴마크,E조,E34,1:2,
2010,06.20,13:30,블룸폰테인,슬로바키아,파라과이,F조,F43,0:2,
2010,06.20,16:00,넬스프루트,이탈리아,뉴질랜드,F조,F12,1:1,
2010,06.20,20:30,요하네스버그 (SC),브라질,코트디봐르,G조,G13,3:1,
2010,06.21,13:30,케이프타운,포르투갈,북한,G조,G42,7:0,
2010,06.21,16:00,포트엘리자베스,칠레,스위스,H조,H34,1:0,
2010,06.21,20:30,요하네스버그 (EP),스페인,온두라스,H조,H12,2:0,
2010,06.22,16:00,루스텐버그,멕시코,우루과이,A조,A23,0:1,
2010,06.22,16:00,블룸폰테인,프랑스,남아공화국,A조,A41,1:2,
2010,06.22,20:30,더반,나이지리아,대한민국,B조,B32,2:2,
2010,06.22,20:30,폴로콰네,그리스,아르헨티나,B조,B41,0:2,
2010,06.23,16:00,포트엘리자베스,슬로베니아,잉글랜드,C조,C41,0:1,
2010,06.23,16:00,프리토리아,미국,알제리,C조,C23,1:0,
2010,06.23,20:30,요하네스버그 (SC),가나,독일,D조,D31,0:1,
2010,06.23,20:30,넬스프루트,호주,세르비아,D조,D24,2:1,
2010,06.24,16:00,요하네스버그 (EP),슬로바키아,이탈리아,F조,F41,3:2,
2010,06.24,16:00,폴로콰네,파라과이,뉴질랜드,F조,F32,0:0,
2010,06.24,20:30,루스텐버그,덴마크,일본,E조,E42,1:3,
2010,06.24,20:30,케이프타운,카메룬,네덜란드,E조,E31,1:2,
2010,06.25,16:00,더반,포르투갈,브라질,G조,G41,0:0,
2010,06.25,16:00,넬스프루트,북한,코트디봐르,G조,G23,0:3,
2010,06.25,20:30,프리토리아,칠레,스페인,H조,H31,1:2,
2010,06.25,20:30,블룸폰테인,스위스,온두라스,H조,H42,0:0,
2010,06.26,16:00,포트엘리자베스,우루과이,대한민국,w49,A1B2,2:1,
2010,06.26,20:30,루스텐버그,미국,가나,w50,C1D2,1:1_0:1,
2010,06.27,16:00,블룸폰테인,독일,잉글랜드,w51,D1C2,4:1,
2010,06.27,20:30,요하네스버그 (SC),아르헨티나,멕시코,w52,B1A2,3:1,
2010,06.28,16:00,더반,네덜란드,슬로바키아,w53,E1F2,2:1,
2010,06.28,20:30,요하네스버그 (EP),브라질,칠레,w54,G1H2,3:0,
2010,06.29,16:00,프리토리아,파라과이,일본,w55,F1E2,0:0_0:0_5:3,
2010,06.29,20:30,케이프타운,스페인,포르투갈,w56,H1G2,1:0,
2010,07.02,16:00,포트엘리자베스,네덜란드,브라질,w57,w53w54,2:1,
2010,07.02,20:30,요하네스버그 (SC),우루과이,가나,w58,w49w50,1:1_0:0_4:2,
2010,07.03,16:00,케이프타운,아르헨티나,독일,w59,w52w51,0:4,
2010,07.03,20:30,요하네스버그 (EP),파라과이,스페인,w60,w55w56,0:1,
2010,07.06,20:30,케이프타운,우루과이,네덜란드,w61,w58w57,2:3,
2010,07.07,20:30,더반,독일,스페인,w62,w59w60,0:1,
2010,07.10,20:30,포트엘리자베스,우루과이,독일,w63,L61L62,2:3,
2010,07.11,20:30,요하네스버그 (SC),네덜란드,스페인,w64,w61w62,0:0_0:1,
2014,06.13,05:00,아레나 코린치앙스 (상파울루),브라질,크로아티아,A조,A14,3:1,
2014,06.14,01:00,아레나 다스 두나스 (나타우),멕시코,카메룬,A조,A32,1:0,
2014,06.14,04:00,아레나 폰치 노바 (사우바도르),스페인,네덜란드,B조,B14,1:5,
2014,06.14,07:00,아레나 판타나우 (쿠이아바),칠레,호주,B조,B23,3:1,
2014,06.15,01:00,미네이랑 (벨루 오리존치),콜롬비아,그리스,C조,C14,3:0,
2014,06.15,04:00,아레나 페르남부쿠 (헤시피),코트디봐르,일본,C조,C23,2:1,
2014,06.15,07:00,카스텔랑 (포르탈레자),우루과이,코스타리카,D조,D13,1:3,
2014,06.15,10:00,아레나 아마조니아 (마나우스),잉글랜드,이탈리아,D조,D42,1:2,
2014,06.16,01:00,이스타지우 마네 가힌샤 (브라질리아),스위스,에콰도르,E조,E12,2:1,
2014,06.16,04:00,이스타지우 베이라-히우 (포르투 알레그리),프랑스,온두라스,E조,E43,3:0,
2014,06.16,07:00,이스타지우 두 마라카낭 (히우 지 자네이루),아르헨티나,보스니아,F조,F14,2:1,
2014,06.17,01:00,아레나 폰치 노바 (사우바도르),독일,포르투갈,G조,G14,4:0,
2014,06.17,04:00,아레나 다 바이샤다 (쿠리치바),이란,나이지리아,F조,F32,0:0,
2014,06.17,07:00,아레나 다스 두나스 (나타우),가나,미국,G조,G23,1:2,
2014,06.18,01:00,미네이랑 (벨루 오리존치),벨기에,알제리,H조,H12,2:1,
2014,06.18,04:00,카스텔랑 (포르탈레자),브라질,멕시코,A조,A13,0:0,
2014,06.18,07:00,아레나 판타나우 (쿠이아바),러시아,대한민국,H조,H43,1:1,
2014,06.19,01:00,이스타지우 베이라-히우 (포르투 알레그리),호주,네덜란드,B조,B34,2:3,
2014,06.19,04:00,이스타지우 두 마라카낭 (히우 지 자네이루),스페인,칠레,B조,B12,0:2,
2014,06.19,07:00,아레나 아마조니아 (마나우스),카메룬,크로아티아,A조,A24,0:4,
2014,06.20,01:00,이스타지우 마네 가힌샤 (브라질리아),콜롬비아,코트디봐르,C조,C12,2:1,
2014,06.20,04:00,아레나 코린치앙스 (상파울루),우루과이,잉글랜드,D조,D14,2:1,
2014,06.20,07:00,아레나 다스 두나스 (나타우),일본,그리스,C조,C34,0:0,
2014,06.21,01:00,아레나 페르남부쿠 (헤시피),이탈리아,코스타리카,D조,D23,0:1,
2014,06.21,04:00,아레나 폰치 노바 (사우바도르),스위스,프랑스,E조,E14,2:5,
2014,06.21,07:00,아레나 다 바이샤다 (쿠리치바),온두라스,에콰도르,E조,E32,1:2,
2014,06.22,01:00,미네이랑 (벨루 오리존치),아르헨티나,이란,F조,F13,1:0,
2014,06.22,04:00,카스텔랑 (포르탈레자),독일,가나,G조,G12,2:2,
2014,06.22,06:00,아레나 판타나우 (쿠이아바),나이지리아,보스니아,F조,F24,1:0,
2014,06.23,01:00,이스타지우 두 마라카낭 (히우 지 자네이루),벨기에,러시아,H조,H14,1:0,
2014,06.23,04:00,이스타지우 베이라-히우 (포르투 알레그리),대한민국,알제리,H조,H32,2:4,
2014,06.23,07:00,아레나 아마조니아 (마나우스),미국,포르투갈,G조,G34,2:2,
2014,06.24,01:00,아레나 다 바이샤다 (쿠리치바),호주,스페인,B조,B31,0:3,
2014,06.24,01:00,아레나 코린치앙스 (상파울루),네덜란드,칠레,B조,B42,2:0,
2014,06.24,05:00,이스타지우 마네 가힌샤 (브라질리아),카메룬,브라질,A조,A21,1:4,
2014,06.24,05:00,아레나 페르남부쿠 (헤시피),크로아티아,멕시코,A조,A43,1:3,
2014,06.25,01:00,아레나 다스 두나스 (나타우),이탈리아,우루과이,D조,D21,0:1,
2014,06.25,01:00,미네이랑 (벨루 오리존치),코스타리카,잉글랜드,D조,D34,0:0,
2014,06.25,04:00,아레나 판타나우 (쿠이아바),일본,콜롬비아,C조,C31,1:4,
2014,06.25,05:00,카스텔랑 (포르탈레자),그리스,코트디봐르,C조,C42,2:1,
2014,06.26,01:00,이스타지우 베이라-히우 (포르투 알레그리),나이지리아,아르헨티나,F조,F21,2:3,
2014,06.26,01:00,아레나 폰치 노바 (사우바도르),보스니아,이란,F조,F43,3:1,
2014,06.26,04:00,아레나 아마조니아 (마나우스),온두라스,스위스,E조,E31,0:3,
2014,06.26,05:00,이스타지우 두 마라카낭 (히우 지 자네이루),에콰도르,프랑스,E조,E24,0:0,
2014,06.27,01:00,아레나 페르남부쿠 (헤시피),미국,독일,G조,G31,0:1,
2014,06.27,01:00,이스타지우 마네 가힌샤 (브라질리아),포르투갈,가나,G조,G42,2:1,
2014,06.27,05:00,아레나 코린치앙스 (상파울루),대한민국,벨기에,H조,H31,0:1,
2014,06.27,05:00,아레나 다 바이샤다 (쿠리치바),알제리,러시아,H조,H24,1:1,
2014,06.29,01:00,미네이랑 (벨루 오리존치),브라질,칠레,w49,A1B2,1:1_0:0_3:2,
2014,06.29,05:00,이스타지우 두 마라카낭 (히우 지 자네이루),콜롬비아,우루과이,w50,C1D2,2:0,
2014,06.30,01:00,카스텔랑 (포르탈레자),네덜란드,멕시코,w51,B1A2,2:1,
2014,06.30,05:00,아레나 페르남부쿠 (헤시피),코스타리카,그리스,w52,D1C2,1:1_0:0_5:3,
2014,07.01,01:00,이스타지우 마네 가힌샤 (브라질리아),프랑스,나이지리아,w53,E1F2,2:0,
2014,07.01,05:00,이스타지우 베이라-히우 (포르투 알레그리),독일,알제리,w54,G1H2,0:0_2:1,
2014,07.02,01:00,아레나 코린치앙스 (상파울루),아르헨티나,스위스,w55,F1E2,0:0_1:0,
2014,07.02,05:00,아레나 폰치 노바 (사우바도르),벨기에,미국,w56,H1G2,0:0_2:1,
2014,07.05,01:00,카스텔랑 (포르탈레자),브라질,콜롬비아,w57,w49w50,2:1,
2014,07.05,05:00,이스타지우 두 마라카낭 (히우 지 자네이루),프랑스,독일,w58,w53w54,0:1,
2014,07.06,01:00,아레나 폰치 노바 (사우바도르),네덜란드,코스타리카,w59,w55w56,0:0_0:0_4:3,
2014,07.06,05:00,이스타지우 마네 가힌샤 (브라질리아),아르헨티나,벨기에,w60,w51w52,1:0,
2014,07.09,05:00,미네이랑 (벨루 오리존치),브라질,독일,w61,w57w58,1:7,
2014,07.10,05:00,아레나 코린치앙스 (상파울루),네덜란드,아르헨티나,w62,w60w59,0:0_0:0_2:4,
2014,07.13,05:00,이스타지우 마네 가힌샤 (브라질리아),브라질,네덜란드,w63,L61L62,0:3,
2014,07.14,04:00,이스타지우 두 마라카낭 (히우 지 자네이루),독일,아르헨티나,w64,w61w62,0:0_1:0,
2018,06.14,18:00,루즈니키 스타디움,러시아,사우디,A조,A14,5:0,1:1
2018,06.15,17:00,예카테린부르크 중앙경기장,이집트,우루과이,A조,A32,0:1,2:0
2018,06.15,18:00,크레스톱스키 스타디움,모로코,이란,B조,B43,0:1,1:3
2018,06.15,21:00,피시트 올림픽 스타디움,포르투갈,스페인,B조,B12,3:3,1:1
2018,06.16,13:00,카잔 아레나,프랑스,호주,C조,C14,2:1,1:3
2018,06.16,19:00,모르도비야 아레나,페루,덴마크,C조,C23,0:1,1:2
2018,06.16,16:00,옷크리티예 아레나,아르헨티나,아이슬란드,D조,D13,1:1,0:0
2018,06.16,21:00,칼리닌그라드 스타디움,크로아티아,나이지리아,D조,D24,2:0,2:1
2018,06.17,16:00,사마라 아레나,코스타리카,세르비아,E조,E34,0:1,2:2
2018,06.17,21:00,로스토프 아레나,브라질,스위스,E조,E12,1:1,1:3
2018,06.17,18:00,루즈니키 스타디움,독일,멕시코,F조,F12,0:1,2:2
2018,06.18,15:00,니즈니노브고로드 스타디움,스웨덴,대한민국,F조,F34,1:0,1:2
2018,06.18,18:00,피시트 올림픽 스타디움,벨기에,파나마,G조,G14,3:0,3:5
2018,06.18,21:00,볼고그라드 아레나,튀니지,잉글랜드,G조,G32,1:2,0:1
2018,06.19,15:00,모르도비아 아레나,콜롬비아,일본,H조,H24,1:2,2:1
2018,06.19,18:00,옷크리티예 아레나,폴란드,세네갈,H조,H13,1:2,1:2
2018,06.19,21:00,크레스톱스키 스타디움,러시아,이집트,A조,A13,3:1,1:1
2018,06.20,18:00,로스토프 아레나,우루과이,사우디,A조,A24,1:0,0:0
2018,06.20,15:00,루즈니키 경기장,포르투갈,모로코,B조,B14,1:0,1:1
2018,06.20,21:00,카잔 아레나,이란,스페인,B조,B32,0:1,2:0
2018,06.21,16:00,사마라 아레나,덴마크,호주,C조,C34,1:1,2:0
2018,06.21,20:00,예카테린부르크 중앙경기장,프랑스,페루,C조,C12,1:0,2:2
