년도,날짜,시간,구장,팀1,팀2,조,경기,결과,경고
1997,06.16,21:00,샤알람 스타디움 (샤알람),말레이시아,모로코,A조,A42,1:3,
1997,06.17,20:00,샤알람 스타디움 (샤알람),우루과이,벨기에,A조,A13,3:0,
1997,06.19,17:30,샤알람 스타디움 (샤알람),말레이시아,우루과이,A조,A41,1:3,
1997,06.19,20:00,샤알람 스타디움 (샤알람),모로코,벨기에,A조,A23,1:1,
1997,06.22,17:30,샤알람 스타디움 (샤알람),말레이시아,벨기에,A조,A43,0:3,
1997,06.22,20:00,샤알람 스타디움 (샤알람),모로코,우루과이,A조,A21,0:0,
1997,06.17,16:30,사라왁 스타디움 (쿠칭),대한민국,남아공화국,B조,B43,0:0,
1997,06.17,20:45,사라왁 스타디움 (쿠칭),프랑스,브라질,B조,B21,0:3,
1997,06.19,16:30,사라왁 스타디움 (쿠칭),대한민국,프랑스,B조,B42,2:4,
1997,06.19,19:15,사라왁 스타디움 (쿠칭),남아공화국,브라질,B조,B31,0:2,
1997,06.22,16:30,사라왁 스타디움 (쿠칭),대한민국,브라질,B조,B41,3:10,
1997,06.22,19:15,사라왁 스타디움 (쿠칭),남아공화국,프랑스,B조,B32,2:4,
1997,06.17,17:30,다룰 아만 스타디움 (알로르스타르),가나,아일랜드,C조,C12,2:1,
1997,06.17,20:00,다룰 아만 스타디움 (알로르스타르),중국,미국,C조,C43,0:1,
1997,06.19,17:30,다룰 아만 스타디움 (알로르스타르),가나,중국,C조,C14,1:1,
1997,06.19,20:00,다룰 아만 스타디움 (알로르스타르),아일랜드,미국,C조,C23,2:1,
1997,06.22,17:30,다룰 아만 스타디움 (알로르스타르),가나,미국,C조,C13,1:0,
1997,06.22,20:00,다룰 아만 스타디움 (알로르스타르),아일랜드,중국,C조,C24,1:1,
1997,06.18,17:30,다룰 막무르 스타디움 (쿠안탄),일본,스페인,D조,D21,1:2,
1997,06.18,20:00,다룰 막무르 스타디움 (쿠안탄),코스타리카,파라과이,D조,D43,1:1,
1997,06.20,17:30,다룰 막무르 스타디움 (쿠안탄),일본,코스타리카,D조,D24,6:2,
1997,06.20,20:00,다룰 막무르 스타디움 (쿠안탄),스페인,파라과이,D조,D13,2:1,
1997,06.23,17:30,다룰 막무르 스타디움 (쿠안탄),일본,파라과이,D조,D23,3:3,
1997,06.23,20:00,다룰 막무르 스타디움 (쿠안탄),스페인,코스타리카,D조,D14,4:0,
1997,06.18,17:30,투앙쿠 셰드 푸트라 스타디움 (캉아르),헝가리,아르헨티나,E조,E42,0:3,
1997,06.18,20:00,투앙쿠 셰드 푸트라 스타디움 (캉아르),호주,캐나다,E조,E13,0:0,
1997,06.20,17:30,투앙쿠 셰드 푸트라 스타디움 (캉아르),헝가리,호주,E조,E41,0:1,
1997,06.20,20:00,투앙쿠 셰드 푸트라 스타디움 (캉아르),아르헨티나,캐나다,E조,E23,2:1,
1997,06.23,17:30,투앙쿠 셰드 푸트라 스타디움 (캉아르),헝가리,캐나다,E조,E43,1:2,
1997,06.23,20:00,투앙쿠 셰드 푸트라 스타디움 (캉아르),아르헨티나,호주,E조,E21,3:4,
1997,06.18,17:30,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),멕시코,아랍에미맅,F조,F23,5:0,
1997,06.18,20:00,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),코트디봐르,잉글랜드,F조,F41,1:2,
1997,06.20,17:30,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),멕시코,코트디봐르,F조,F24,1:1,
1997,06.20,20:00,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),아랍에미맅,잉글랜드,F조,F31,0:5,
1997,06.23,17:30,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),멕시코,잉글랜드,F조,F21,0:1,
1997,06.23,20:00,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),아랍에미맅,코트디봐르,F조,F34,2:0,
1997,06.25,16:15,사라왁 스타디움 (쿠칭),브라질,벨기에,w49,B1A3,10:0,
1997,06.25,17:30,샤알람 스타디움 (샤알람),우루과이,미국,w50,A1C3,3:0,
1997,06.25,19:15,사라왁 스타디움 (쿠칭),멕시코,프랑스,w51,F2B2,0:1,
1997,06.25,20:30,샤알람 스타디움 (샤알람),아일랜드,모로코,w52,C2A2,1:1_1:0,
1997,06.26,16:30,투앙쿠 셰드 푸트라 스타디움 (캉아르),호주,일본,w53,E1D2,0:1,
1997,06.26,17:15,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),잉글랜드,아르헨티나,w54,F1E2,1:2,
1997,06.26,19:40,다룰 아만 스타디움 (알로르스타르),가나,아랍에미맅,w55,C1F3,3:0,
1997,06.26,19:40,다룰 막무르 스타디움 (쿠안탄),스페인,캐나다,w56,D1E3,2:0,
1997,06.29,17:00,샤알람 스타디움 (샤알람),우루과이,프랑스,w57,w50w51,1:1_0:0_7:6,
1997,06.29,17:00,사라왁 스타디움 (쿠칭),아르헨티나,브라질,w58,w54w49,2:0,
1997,06.29,20:00,샤알람 스타디움 (샤알람),스페인,아일랜드,w59,w56w52,0:1,
1997,06.29,20:00,탄 스리 다토 하지 하산 유노스 스타디움 (조호르바루),일본,가나,w60,w53w55,1:1_0:1,
1997,07.2,16:30,사라왁 스타디움 (쿠칭),아일랜드,아르헨티나,w61,w59w58,0:1,
1997,07.2,20:30,샤알람 스타디움 (샤알람),우루과이,가나,w62,w57w60,2:2_1:0,
1997,07.5,17:30,샤알람 스타디움 (샤알람),아일랜드,가나,w63,L61L62,2:1,
1997,07.5,20:30,샤알람 스타디움 (샤알람),아르헨티나,우루과이,w64,w61w62,2:1,
1999,04.03,16:00,라고스 국립경기장 (라고스),나이지리아,코스타리카,A조,A23,1:1,
1999,04.04,16:00,라고스 국립경기장 (라고스),독일,파라과이,A조,A41,4:0,
1999,04.07,16:00,라고스 국립경기장 (라고스),나이지리아,독일,A조,A24,2:0,
1999,04.07,19:00,라고스 국립경기장 (라고스),코스타리카,파라과이,A조,A31,1:3,
1999,04.10,16:00,라고스 국립경기장 (라고스),나이지리아,파라과이,A조,A21,1:2,
1999,04.10,19:00,라고스 국립경기장 (라고스),코스타리카,독일,A조,A34,2:1,
1999,04.04,16:00,아마두 벨로 경기장 (카두나),가나,크로아티아,B조,B12,1:1,
1999,04.04,19:00,아마두 벨로 경기장 (카두나),아르헨티나,카자흐스탄,B조,B34,1:0,
1999,04.07,16:00,아마두 벨로 경기장 (카두나),가나,아르헨티나,B조,B13,1:0,
1999,04.07,19:00,아마두 벨로 경기장 (카두나),크로아티아,카자흐스탄,B조,B24,5:1,
1999,04.10,16:00,아마두 벨로 경기장 (카두나),가나,카자흐스탄,B조,B14,3:0,
1999,04.10,19:00,아마두 벨로 경기장 (카두나),크로아티아,아르헨티나,B조,B23,0:0,
1999,04.04,16:00,리버티 경기장 틀:나라자료 이바단,호주,사우디,C조,C34,3:1,
1999,04.04,19:00,리버티 경기장 틀:나라자료 이바단,멕시코,아일랜드,C조,C12,1:0,
1999,04.07,16:00,리버티 경기장 틀:나라자료 이바단,호주,멕시코,C조,C31,1:3,
1999,04.07,19:00,리버티 경기장 틀:나라자료 이바단,사우디,아일랜드,C조,C42,0:2,
1999,04.10,16:00,리버티 경기장 틀:나라자료 이바단,호주,아일랜드,C조,C32,0:4,
1999,04.10,19:00,리버티 경기장 틀:나라자료 이바단,사우디,멕시코,C조,C41,1:1,
1999,04.05,16:00,은남디 아지키웨 경기장 (에누구),우루과이,말리,D조,D31,1:2,
1999,04.05,19:00,은남디 아지키웨 경기장 (에누구),대한민국,포르투갈,D조,D42,1:3,
1999,04.08,16:00,은남디 아지키웨 경기장 (에누구),우루과이,대한민국,D조,D34,1:0,
1999,04.08,19:00,은남디 아지키웨 경기장 (에누구),말리,포르투갈,D조,D12,2:1,
1999,04.11,16:00,은남디 아지키웨 경기장 (에누구),우루과이,포르투갈,D조,D32,0:0,
1999,04.11,19:00,은남디 아지키웨 경기장 (에누구),말리,대한민국,D조,D14,2:4,
1999,04.05,16:00,사니 아바차 경기장 (카노),카메룬,일본,E조,E31,2:1,
1999,04.05,19:00,사니 아바차 경기장 (카노),잉글랜드,미국,E조,E42,0:1,
1999,04.08,16:00,사니 아바차 경기장 (카노),카메룬,잉글랜드,E조,E34,1:0,
1999,04.08,19:00,아부바카르 타파와 발레와 경기장 (바우치),일본,미국,E조,E12,3:1,
1999,04.11,16:00,아부바카르 타파와 발레와 경기장 (바우치),카메룬,미국,E조,E32,1:3,
1999,04.11,19:00,아부바카르 타파와 발레와 경기장 (바우치),일본,잉글랜드,E조,E14,2:0,
1999,04.05,16:00,U. J. 에수에네 경기장 (칼라바르),잠비아,온두라스,F조,F34,4:3,
1999,04.05,19:00,U. J. 에수에네 경기장 (칼라바르),스페인,브라질,F조,F12,2:0,
1999,04.08,16:00,U. J. 에수에네 경기장 (칼라바르),잠비아,스페인,F조,F31,0:0,
1999,04.08,19:00,리버레이션 경기장 (포트하커트),온두라스,브라질,F조,F42,0:3,
1999,04.11,16:00,리버레이션 경기장 (포트하커트),잠비아,브라질,F조,F32,1:5,
1999,04.11,19:00,리버레이션 경기장 (포트하커트),온두라스,스페인,F조,F41,1:3,
1999,04.14,16:00,사니 아바차 경기장 (카노),아일랜드,나이지리아,w49,C2A2,1:1_0:0_3:5,
1999,04.14,16:00,아마두 벨로 경기장 (카두나),가나,코스타리카,w50,B1A3,2:0,
1999,04.14,19:00,라고스 국립경기장 (라고스),파라과이,우루과이,w51,A1D3,2:2_0:0_9:10,
1999,04.14,19:00,U. J. 에수에네 경기장 (칼라바르),브라질,크로아티아,w52,F2B2,4:0,
1999,04.15,16:00,아부바카르 타파와 발레와 경기장 (바우치),일본,포르투갈,w53,E1D2,1:1_0:0_5:4,
1999,04.15,16:00,리버레이션 경기장 (포트하커트),스페인,미국,w54,F1E2,3:2,
1999,04.15,19:00,리버티 경기장 (이바단),멕시코,아르헨티나,w55,C1B3,4:1,
1999,04.15,19:00,은남디 아지키웨 경기장 (에누구),말리,카메룬,w56,D1E3,4:4_1:0,
1999,04.18,16:00,라고스 국립경기장 (라고스),우루과이,브라질,w57,w51w52,2:1,
1999,04.18,16:00,은남디 아지키웨 경기장 (에누구),말리,나이지리아,w58,w56w49,3:1,
1999,04.18,19:00,리버티 경기장 (이바단),일본,멕시코,w59,w53w55,2:0,
1999,04.18,19:00,아마두 벨로 경기장 (카두나),스페인,가나,w60,w54w50,1:1_0:0_8:7,
1999,04.21,16:00,아마두 벨로 경기장 (카두나),말리,스페인,w61,w58w60,1:3,
1999,04.21,19:00,라고스 국립경기장 (라고스),우루과이,일본,w62,w57w59,1:2,
1999,04.24,14:00,라고스 국립경기장 (라고스),말리,우루과이,w63,L61L62,1:0,
1999,04.24,17:00,라고스 국립경기장 (라고스),스페인,일본,w64,w61w62,4:0,
2001,06.17,14:00,호세 아말피타니 경기장 (부에노스아이레스),아르헨티나,핀란드,A조,A13,2:0,
2001,06.17,16:45,호세 아말피타니 경기장 (부에노스아이레스),이집트,자메이카,A조,A24,0:0,
2001,06.20,14:00,호세 아말피타니 경기장 (부에노스아이레스),자메이카,핀란드,A조,A43,0:1,
2001,06.20,16:45,호세 아말피타니 경기장 (부에노스아이레스),이집트,아르헨티나,A조,A21,1:7,
2001,06.23,14:00,호세 아말피타니 경기장 (부에노스아이레스),아르헨티나,자메이카,A조,A14,5:1,
2001,06.23,16:45,호세 아말피타니 경기장 (부에노스아이레스),핀란드,이집트,A조,A32,1:2,
2001,06.17,14:00,올림피코 차테아우 카레라스 경기장 (코르도바),브라질,독일,B조,B12,2:0,
2001,06.17,16:45,올림피코 차테아우 카레라스 경기장 (코르도바),이라크,캐나다,B조,B34,3:0,
2001,06.20,14:00,올림피코 차테아우 카레라스 경기장 (코르도바),캐나다,독일,B조,B42,0:4,
2001,06.20,16:45,올림피코 차테아우 카레라스 경기장 (코르도바),이라크,브라질,B조,B31,1:6,
2001,06.23,14:00,올림피코 차테아우 카레라스 경기장 (코르도바),브라질,캐나다,B조,B14,2:0,
2001,06.23,16:45,올림피코 차테아우 카레라스 경기장 (코르도바),독일,이라크,B조,B23,3:1,
2001,06.17,14:00,말비나스 아르헨티나스 경기장 (멘도사),미국,중국,C조,C23,0:1,
2001,06.17,16:45,말비나스 아르헨티나스 경기장 (멘도사),칠레,우크라이나,C조,C41,2:4,
2001,06.20,14:00,말비나스 아르헨티나스 경기장 (멘도사),우크라이나,중국,C조,C13,0:0,
2001,06.20,16:45,말비나스 아르헨티나스 경기장 (멘도사),칠레,미국,C조,C42,1:4,
2001,06.23,14:00,말비나스 아르헨티나스 경기장 (멘도사),미국,우크라이나,C조,C21,1:1,
2001,06.23,16:45,말비나스 아르헨티나스 경기장 (멘도사),중국,칠레,C조,C34,0:1,
2001,06.18,14:00,뉴웰스 올드 보이스 경기장 (로사리오),앙골라,체코,D조,D12,0:0,
2001,06.18,16:45,뉴웰스 올드 보이스 경기장 (로사리오),일본,호주,D조,D43,0:2,
2001,06.21,14:00,뉴웰스 올드 보이스 경기장 (로사리오),호주,체코,D조,D32,0:3,
2001,06.21,16:45,뉴웰스 올드 보이스 경기장 (로사리오),일본,앙골라,D조,D41,1:2,
2001,06.24,14:00,뉴웰스 올드 보이스 경기장 (로사리오),앙골라,호주,D조,D13,1:1,
2001,06.24,16:45,뉴웰스 올드 보이스 경기장 (로사리오),체코,일본,D조,D24,0:3,
2001,06.18,14:00,파드레 에르네스토 마르테아레나 경기장 (살타),에콰도르,에티오피아,E조,E24,2:1,
2001,06.18,16:45,파드레 에르네스토 마르테아레나 경기장 (살타),네덜란드,코스타리카,E조,E31,1:3,
2001,06.21,14:00,파드레 에르네스토 마르테아레나 경기장 (살타),코스타리카,에티오피아,E조,E14,3:1,
2001,06.21,16:45,파드레 에르네스토 마르테아레나 경기장 (살타),에콰도르,네덜란드,E조,E23,1:1,
2001,06.24,14:00,파드레 에르네스토 마르테아레나 경기장 (살타),에콰도르,코스타리카,E조,E21,0:1,
2001,06.24,16:45,파드레 에르네스토 마르테아레나 경기장 (살타),에티오피아,네덜란드,E조,E43,2:3,
2001,06.18,14:00,호세 마리아 미네야 경기장 (마르델플라타),가나,파라과이,F조,F13,2:1,
2001,06.18,16:45,호세 마리아 미네야 경기장 (마르델플라타),프랑스,이란,F조,F24,5:0,
2001,06.21,14:00,호세 마리아 미네야 경기장 (마르델플라타),프랑스,파라과이,F조,F23,2:2,
2001,06.21,16:45,호세 마리아 미네야 경기장 (마르델플라타),가나,이란,F조,F14,1:0,
2001,06.24,14:00,호세 마리아 미네야 경기장 (마르델플라타),가나,프랑스,F조,F12,0:0,
2001,06.24,16:45,호세 마리아 미네야 경기장 (마르델플라타),파라과이,이란,F조,F34,2:0,
2001,06.27,14:00,호세 아말피타니 경기장 (부에노스아이레스),미국,이집트,w49,C2A2,0:2,
2001,06.27,17:00,호세 아말피타니 경기장 (부에노스아이레스),아르헨티나,중국,w50,A1C3,2:1,
2001,06.27,14:00,올림피코 차테아우 카레라스 경기장 (코르도바),프랑스,독일,w51,F2B2,3:2,
2001,06.27,17:00,올림피코 차테아우 카레라스 경기장 (코르도바),브라질,호주,w52,B1D3,4:0,
2001,06.28,14:00,말비나스 아르헨티나스 경기장 (멘도사),우크라이나,파라과이,w53,C1F3,1:2,
2001,06.28,16:45,뉴웰스 올드 보이스 경기장 (로사리오),앙골라,네덜란드,w54,D1E3,0:2,
2001,06.28,14:00,파드레 에르네스토 마르테아레나 경기장 (살타),코스타리카,체코,w55,E1D2,1:2,
2001,06.28,16:45,호세 마리아 미네야 경기장 (마르델플라타),가나,에콰도르,w56,F1E2,1:0,
2001,07.01,14:00,호세 아말피타니 경기장 (부에노스아이레스),아르헨티나,프랑스,w57,w50w51,3:1,
2001,07.01,16:45,올림피코 차테아우 카레라스 경기장 (코르도바),가나,브라질,w58,w56w52,2:1,
2001,07.01,14:00,말비나스 아르헨티나스 경기장 (멘도사),체코,파라과이,w59,w55w53,0:1,
2001,07.01,16:45,뉴웰스 올드 보이스 경기장 (로사리오),네덜란드,이집트,w60,w54w49,1:2,
2001,07.04,14:00,올림피코 차테아우 카레라스 경기장 (코르도바),이집트,가나,w61,w60w58,0:2,
2001,07.04,16:45,호세 아말피타니 경기장 (부에노스아이레스),아르헨티나,파라과이,w62,w57w59,5:0,
2001,07.08,13:00,호세 아말피타니 경기장 (부에노스아이레스),이집트,파라과이,w63,L61L62,1:0,
2001,07.08,15:45,호세 아말피타니 경기장 (부에노스아이레스),가나,아르헨티나,w64,w61w62,0:3,
2003,11.27,20:30,자예드 스포츠 시티 스타디움 (아부다비),아랍에미맅,슬로바키아,A조,A32,1:4,
2003,11.28,20:30,알자지라 모하메드 빈 자예드 경기장 (아부다비),파나마,불키나파소,A조,A41,0:1,
2003,12.01,17:45,알자지라 모하메드 빈 자예드 경기장 (아부다비),불키나파소,슬로바키아,A조,A12,1:0,
2003,12.01,20:30,알자지라 모하메드 빈 자예드 경기장 (아부다비),파나마,아랍에미맅,A조,A43,1:2,
2003,12.04,17:45,알자지라 모하메드 빈 자예드 경기장 (아부다비),아랍에미맅,불키나파소,A조,A31,0:0,
2003,12.04,20:30,알자지라 모하메드 빈 자예드 경기장 (아부다비),슬로바키아,파나마,A조,A24,1:0,
2003,11.28,17:45,샤르자 경기장 (샤르자),아르헨티나,스페인,B조,B12,2:1,
2003,11.28,20:30,샤르자 경기장 (샤르자),우즈벸스탄,말리,B조,B43,2:3,
2003,12.01,17:45,샤르자 경기장 (샤르자),말리,스페인,B조,B32,0:2,
2003,12.01,20:30,샤르자 경기장 (샤르자),우즈벸스탄,아르헨티나,B조,B41,1:2,
2003,12.04,17:45,샤르자 경기장 (샤르자),아르헨티나,말리,B조,B13,3:1,
2003,12.04,20:30,샤르자 경기장 (샤르자),스페인,우즈벸스탄,B조,B24,1:0,
2003,11.28,17:45,알라시드 스타디움 (두바이),브라질,캐나다,C조,C23,2:0,
2003,11.28,20:30,알라시드 스타디움 (두바이),체코,호주,C조,C41,1:1,
2003,12.01,17:45,알라시드 스타디움 (두바이),호주,캐나다,C조,C13,2:1,
2003,12.01,20:30,알라시드 스타디움 (두바이),체코,브라질,C조,C42,1:1,
2003,12.04,17:45,알라시드 스타디움 (두바이),브라질,호주,C조,C21,2:3,
2003,12.04,20:30,알라시드 스타디움 (두바이),캐나다,체코,C조,C34,1:0,
2003,11.29,17:45,알막툼 스타디움 (두바이),콜롬비아,이집트,D조,D23,0:0,
2003,11.29,20:30,알막툼 스타디움 (두바이),일본,잉글랜드,D조,D14,1:0,
2003,12.02,17:45,알막툼 스타디움 (두바이),잉글랜드,이집트,D조,D43,0:1,
2003,12.02,20:30,알막툼 스타디움 (두바이),일본,콜롬비아,D조,D12,1:4,
2003,12.05,17:45,알막툼 스타디움 (두바이),콜롬비아,잉글랜드,D조,D24,0:0,
2003,12.05,20:30,알막툼 스타디움 (두바이),이집트,일본,D조,D31,0:1,
2003,11.29,17:45,셰이크 칼리파 국제 경기장 (알아인),사우디,아일랜드,E조,E31,1:2,
2003,11.29,20:30,셰이크 칼리파 국제 경기장 (알아인),멕시코,코트디봐르,E조,E42,1:2,
2003,12.02,17:45,셰이크 칼리파 국제 경기장 (알아인),코트디봐르,아일랜드,E조,E21,2:2,
2003,12.02,20:30,셰이크 칼리파 국제 경기장 (알아인),멕시코,사우디,E조,E43,1:1,
2003,12.05,17:45,셰이크 칼리파 국제 경기장 (알아인),사우디,코트디봐르,E조,E32,0:0,
2003,12.05,20:30,셰이크 칼리파 국제 경기장 (알아인),아일랜드,멕시코,E조,E14,2:0,
2003,11.29,17:45,알나얀 경기장 (아부다비),파라과이,미국,F조,F21,1:3,
2003,11.29,20:30,알나얀 경기장 (아부다비),대한민국,독일,F조,F34,2:0,
2003,12.02,17:45,알나얀 경기장 (아부다비),독일,미국,F조,F41,3:1,
2003,12.02,20:30,알나얀 경기장 (아부다비),대한민국,파라과이,F조,F32,0:1,
2003,12.05,17:45,알나얀 경기장 (아부다비),파라과이,독일,F조,F24,2:0,
2003,12.05,20:30,알나얀 경기장 (아부다비),미국,대한민국,F조,F13,2:0,
2003,12.08,18:00,알나얀 경기장 (아부다비),일본,대한민국,w49,D1F3,1:1_1:0,
2003,12.08,21:00,알나얀 경기장 (아부다비),불키나파소,캐나다,w50,A1C3,0:1,
2003,12.08,18:00,알막툼 스타디움 (두바이),아르헨티나,이집트,w51,B1D3,1:1_1:0,
2003,12.08,21:00,알막툼 스타디움 (두바이),미국,코트디봐르,w52,F1E2,2:0,
2003,12.09,18:00,샤르자 경기장 (샤르자),브라질,슬로바키아,w53,C2A2,1:1_1:0,
2003,12.09,21:00,샤르자 경기장 (샤르자),호주,아랍에미맅,w54,C1A3,0:1,
2003,12.09,18:00,셰이크 칼리파 국제 경기장 (알아인),파라과이,스페인,w55,F2B2,0:1,
2003,12.09,21:00,셰이크 칼리파 국제 경기장 (알아인),아일랜드,콜롬비아,w56,E1D2,2:2_0:1,
2003,12.12,18:00,알자지라 모하메드 빈 자예드 경기장 (아부다비),캐나다,스페인,w57,w50w55,1:1_0:1,
2003,12.12,21:00,알자지라 모하메드 빈 자예드 경기장 (아부다비),미국,아르헨티나,w58,w52w51,1:1_0:1,
2003,12.12,18:00,알라시드 스타디움 (두바이),콜롬비아,아랍에미맅,w59,w56w54,1:0,
2003,12.12,21:00,알라시드 스타디움 (두바이),일본,브라질,w60,w49w53,1:5,
2003,12.15,18:00,알자지라 모하메드 빈 자예드 경기장 (아부다비),브라질,아르헨티나,w61,w60w58,1:0,
2003,12.15,21:00,알라시드 스타디움 (두바이),스페인,콜롬비아,w62,w57w59,1:0,
2003,12.19,18:00,자예드 스포츠 시티 스타디움 (아부다비),아르헨티나,콜롬비아,w63,L61L62,1:2,
2003,12.19,20:45,자예드 스포츠 시티 스타디움 (아부다비),브라질,스페인,w64,w61w62,1:0,
2005,06.10,16:00,파르크스타트 림뷔르흐 스타디온 (케르크라더),베냉,호주,A조,A34,1:1,
2005,06.10,20:00,파르크스타트 림뷔르흐 스타디온 (케르크라더),네덜란드,일본,A조,A12,2:1,
2005,06.15,17:30,파르크스타트 림뷔르흐 스타디온 (케르크라더),일본,베냉,A조,A23,1:1,
2005,06.15,20:30,파르크스타트 림뷔르흐 스타디온 (케르크라더),호주,네덜란드,A조,A41,0:3,
2005,06.18,16:00,파르크스타트 림뷔르흐 스타디온 (케르크라더),일본,호주,A조,A24,1:1,
2005,06.18,16:00,코닝 빌럼 II 스타디온 (틸뷔르흐),네덜란드,베냉,A조,A13,1:0,
2005,06.11,17:30,스타디온 할헨바르트 (위트레흐트),튀르키예,중국,B조,B31,1:2,
2005,06.11,20:30,스타디온 할헨바르트 (위트레흐트),우크라이나,파나마,B조,B24,3:1,
2005,06.14,17:30,스타디온 할헨바르트 (위트레흐트),중국,우크라이나,B조,B12,3:2,
2005,06.14,20:30,스타디온 할헨바르트 (위트레흐트),파나마,튀르키예,B조,B43,0:1,
2005,06.17,20:30,더 페이베르베르흐 (두틴험),튀르키예,우크라이나,B조,B32,2:2,
2005,06.17,20:30,스타디온 할헨바르트 (위트레흐트),중국,파나마,B조,B14,4:1,
2005,06.11,17:30,더 페이베르베르흐 (두틴험),스페인,모로코,C조,C12,3:1,
2005,06.11,20:30,더 페이베르베르흐 (두틴험),온두라스,칠레,C조,C43,0:7,
2005,06.14,17:30,더 페이베르베르흐 (두틴험),모로코,온두라스,C조,C24,5:0,
2005,06.15,20:30,더 페이베르베르흐 (두틴험),칠레,스페인,C조,C31,0:7,
2005,06.17,20:30,더 페이베르베르흐 (두틴험),스페인,온두라스,C조,C14,3:0,
2005,06.17,20:30,스타디온 할헨바르트 (위트레흐트),모로코,칠레,C조,C23,1:0,
2005,06.11,17:30,아르커 스타디온 (엔스헤데),아르헨티나,미국,D조,D21,0:1,
2005,06.11,20:30,아르커 스타디온 (엔스헤데),독일,이집트,D조,D34,2:0,
2005,06.14,17:30,아르커 스타디온 (엔스헤데),이집트,아르헨티나,D조,D42,0:2,
2005,06.15,20:30,아르커 스타디온 (엔스헤데),미국,독일,D조,D13,0:0,
2005,06.18,13:30,위니베 스타디온 (에먼),아르헨티나,독일,D조,D23,1:0,
2005,06.18,13:30,아르커 스타디온 (엔스헤데),미국,이집트,D조,D14,1:0,
2005,06.12,17:30,코닝 빌럼 II 스타디온 (틸뷔르흐),콜롬비아,이탈리아,E조,E13,2:0,
2005,06.12,20:30,코닝 빌럼 II 스타디온 (틸뷔르흐),시리아,캐나다,E조,E24,1:1,
2005,06.15,17:30,코닝 빌럼 II 스타디온 (틸뷔르흐),캐나다,콜롬비아,E조,E41,0:2,
2005,06.15,20:30,코닝 빌럼 II 스타디온 (틸뷔르흐),이탈리아,시리아,E조,E32,1:2,
2005,06.18,13:30,파르크스타트 림뷔르흐 스타디온 (케르크라더),이탈리아,캐나다,E조,E34,4:1,
2005,06.18,16:00,코닝 빌럼 II 스타디온 (틸뷔르흐),콜롬비아,시리아,E조,E12,2:0,
2005,06.12,17:30,위니베 스타디온 (에먼),브라질,나이지리아,F조,F12,0:0,
2005,06.12,20:30,위니베 스타디온 (에먼),대한민국,스위스,F조,F34,1:2,
2005,06.15,17:30,위니베 스타디온 (에먼),스위스,브라질,F조,F41,0:1,
2005,06.15,20:30,위니베 스타디온 (에먼),나이지리아,대한민국,F조,F23,1:2,
2005,06.18,16:00,파르크스타트 림뷔르흐 스타디온 (케르크라더),브라질,대한민국,F조,F13,2:0,
2005,06.18,16:00,아르커 스타디온 (엔스헤데),나이지리아,스위스,F조,F24,3:0,
2005,06.21,17:30,아르커 스타디온 (엔스헤데),미국,이탈리아,w49,D1E3,1:3,
2005,06.21,20:30,아르커 스타디온 (엔스헤데),모로코,일본,w50,C2A2,1:0,
2005,06.21,17:30,코닝 빌럼 II 스타디온 (틸뷔르흐),중국,독일,w51,B1D3,2:3,
2005,06.21,20:30,코닝 빌럼 II 스타디온 (틸뷔르흐),브라질,시리아,w52,F1E2,1:0,
2005,06.22,17:30,더 페이베르베르흐 (두틴험),나이지리아,우크라이나,w53,F2B2,1:0,
2005,06.22,20:30,더 페이베르베르흐 (두틴험),네덜란드,칠레,w54,A1C3,3:0,
2005,06.22,17:30,위니베 스타디온 (에먼),콜롬비아,아르헨티나,w55,E1D2,1:2,
2005,06.22,20:30,위니베 스타디온 (에먼),스페인,튀르키예,w56,C1B3,3:0,
2005,06.24,17:30,스타디온 할헨바르트 (위트레흐트),모로코,이탈리아,w57,w50w49,1:1_1:1_4:2,
2005,06.21,20:30,코닝 빌럼 II 스타디온 (틸뷔르흐),독일,브라질,w58,w51w52,1:1_0:1,
2005,06.24,15:30,파르크스타트 림뷔르흐 스타디온 (케르크라더),나이지리아,네덜란드,w59,w53w54,1:1_0:0_10:9,
2005,06.24,20:30,아르커 스타디온 (엔스헤데),아르헨티나,스페인,w60,w55w56,3:1,
2005,06.28,17:30,스타디온 할헨바르트 (위트레흐트),브라질,아르헨티나,w61,w58w60,1:2,
2005,06.28,20:30,파르크스타트 림뷔르흐 스타디온 (케르크라더),모로코,나이지리아,w62,w57w59,0:3,
2005,07.02,17:00,스타디온 할헨바르트 (위트레흐트),브라질,모로코,w63,L61L62,2:1,
2005,07.02,20:00,스타디온 할헨바르트 (위트레흐트),아르헨티나,나이지리아,w64,w61w62,2:1,
2007,07.01,23:45,내셔널 사커 스타디움 (토론토),캐나다,칠레,A조,A41,0:3,
2007,07.02,23:45,코먼웰스 스타디움 (에드먼턴),콩고공화국,오스트리아,A조,A32,1:1,
2007,07.05,23:45,코먼웰스 스타디움 (에드먼턴),오스트리아,캐나다,A조,A24,1:0,
2007,07.05,02:30,코먼웰스 스타디움 (에드먼턴),칠레,콩고공화국,A조,A13,3:0,
